packet_id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,syn_flag,ack_flag,fin_flag,failed_logins,packet_rate,label
8179,1763242469.0592656,203,208,42712,21013,0,55,0.013766234156811597,1,0,0,0,316.5906902800623,malicious
972,1763242736.5435882,54,245,19426,53,1,610,1.0026775065521607,1,0,1,0,5.657770304795657,benign
6688,1763243742.7281916,145,69,54178,22,0,238,2.8099975966274546,0,2,0,0,9.243651246492773,benign
8576,1763242404.8485594,27,204,55818,8819,0,51,0.020363149927034096,1,0,0,0,389.9297391879506,malicious
2021,1763243325.0244963,13,63,31973,53,1,441,1.1385995422640705,0,2,1,0,28.033754923304603,benign
9055,1763242396.427671,189,208,3060,22,0,382,1.0888472405461103,1,2,1,19,26.086445916921786,malicious
953,1763242477.4891636,47,110,4295,22,1,951,2.6117647598057814,1,2,0,0,48.26983346259458,benign
5360,1763244756.2469215,229,99,30801,25,0,393,1.361365567296266,0,0,0,0,20.02158097579556,benign
3858,1763242996.1557393,154,74,60048,443,1,473,2.86926720563126,1,2,1,0,34.32138431236035,benign
5862,1763244696.4292855,7,135,14240,80,0,1222,4.082072448444824,1,2,1,0,41.06055039093011,benign
3146,1763243552.5514524,127,67,9021,25,0,1374,4.458001652873837,0,1,0,0,5.013361622649941,benign
3306,1763242850.3086078,172,187,51996,80,1,382,2.955157735146457,0,2,1,0,3.103415508147445,benign
3007,1763242861.846284,79,247,7642,21,0,989,3.377122935263666,1,1,1,0,17.852457131051818,benign
9002,1763242460.9607966,44,208,29115,22,0,389,1.3517488836576987,2,1,1,13,57.715815058307165,malicious
7771,1763242414.282252,1,208,25883,443,0,50,0.07091881436277314,9,1,0,0,1087.6918452213963,malicious
7439,1763242395.2843165,29,209,27427,80,0,57,0.0769948223464389,16,0,0,0,796.3210692485495,malicious
7943,1763242427.5698507,18,204,43075,443,0,46,0.005880461965778607,17,1,0,0,1746.9864612691988,malicious
9239,1763242495.102065,175,209,22150,22,0,147,1.1478142272419802,1,2,1,5,95.71441172745256,malicious
1057,1763242533.4258046,15,69,46540,22,1,637,3.9898321350525205,0,1,0,0,27.333429991390542,benign
3155,1763242790.4685314,82,96,53863,25,1,1247,4.94922653009239,1,0,1,0,34.37083530997283,benign
3788,1763243354.3411355,24,120,62153,22,1,205,2.2970631755260627,1,1,1,0,36.19262459605033,benign
9190,1763242599.1657917,25,201,17238,21,0,245,1.2118560955512674,2,1,0,9,18.16113234760803,malicious
7826,1763242410.4098017,11,209,22748,80,0,66,0.0497753163590922,5,1,0,0,1212.4890050913375,malicious
7540,1763242395.5399354,35,204,6677,80,0,55,0.06657742847869068,16,1,0,0,595.4536126639889,malicious
7232,1763242396.5044854,27,209,29064,443,0,46,0.04845711474817762,13,0,0,0,1001.8931205352633,malicious
765,1763242673.2900856,15,211,5679,53,0,435,1.5757603762870582,1,2,0,0,44.54857932387683,benign
5020,1763244764.7299392,163,39,53482,80,0,1158,4.088472376474076,0,0,0,0,8.10665742047224,benign
4904,1763244587.0841637,212,183,49489,25,1,859,4.8105092343164495,1,2,0,0,46.10373699024199,benign
8094,1763242472.1693404,248,208,58575,16731,0,44,0.021155936476135305,1,0,0,0,163.2505077446606,malicious
6844,1763244881.3550148,47,185,57913,25,0,1316,3.805086357604824,0,1,1,0,32.17298826677058,benign
2166,1763242574.4064705,225,223,41639,443,0,135,2.6848770260055335,0,0,1,0,49.51736667886695,benign
1863,1763242466.7723513,19,164,28146,53,1,1230,4.349992973040352,0,2,0,0,35.62769771456663,benign
7851,1763242464.22957,49,202,49659,80,0,87,0.0800470782917724,15,0,0,0,1679.073905970675,malicious
9124,1763242481.7324555,247,204,12093,23,0,269,1.63557355966583,2,2,0,6,89.68980285579606,malicious
2341,1763242436.6876643,232,211,17639,53,0,430,3.5250088727926974,1,2,1,0,16.188683975975607,benign
5528,1763244934.6904628,160,157,44257,80,0,1481,4.054539431919459,0,0,0,0,39.032144599408305,benign
6744,1763243080.6374795,182,209,48983,53,0,1303,1.6944918240086757,0,0,1,0,19.911206705493417,benign
4004,1763243766.856066,126,158,25190,22,1,564,3.602855643966536,1,0,0,0,20.838117137145844,benign
1124,1763242508.4461117,39,143,22580,21,1,79,0.9722995890321247,1,1,1,0,25.74637426128958,benign
8710,1763242484.636175,196,209,63327,44421,0,49,0.0462159008248214,1,0,0,0,396.7756019605713,malicious
4050,1763242722.2438247,85,79,36280,443,1,853,2.5089513799970784,1,2,1,0,20.02519268127703,benign
7641,1763242399.3462677,20,209,52694,80,0,41,0.04552166336551779,5,1,0,0,1015.5723417133676,malicious
766,1763242417.2853808,200,9,33400,22,0,164,3.2827604971579367,1,0,1,0,31.666218554136414,benign
2345,1763242819.1046169,125,210,29774,25,0,512,0.16850588001360803,0,0,0,0,11.46458741443593,benign
4072,1763242485.2821202,19,124,42209,22,1,387,3.2347678766969263,1,0,1,0,37.98399416569923,benign
7217,1763242399.0840728,34,205,23515,443,0,51,0.07711515785289194,17,0,0,0,544.8334407011401,malicious
4217,1763242912.342777,141,232,46061,22,0,109,3.606725117209522,0,0,0,0,25.817089324471826,benign
7953,1763242424.54163,30,207,59202,443,0,74,0.09657062630567682,9,1,0,0,1361.312022707681,malicious
5971,1763244951.502884,210,202,9151,80,0,462,4.872587682431541,0,2,0,0,19.236164015158135,benign
3351,1763243970.701715,229,4,22072,53,0,79,4.639651242947742,1,0,1,0,20.63642488486643,benign
4696,1763242643.646317,117,130,8017,53,1,925,3.9588633905685344,0,2,0,0,20.319463040716553,benign
3400,1763243861.766297,28,98,13573,53,0,75,1.2957686270603435,0,2,1,0,37.32098329423954,benign
4082,1763242580.3228452,110,160,10029,443,0,701,0.6690776682856022,1,1,0,0,28.994078972177334,benign
9150,1763242405.107622,243,209,35414,21,0,417,0.7068367687930557,2,2,1,14,78.39889718986068,malicious
1225,1763242524.6251018,194,252,6604,80,1,407,2.8185531155423456,0,1,1,0,18.907122748010405,benign
6293,1763242767.6426861,190,142,1070,80,0,715,0.8524673110345478,1,0,0,0,38.269388544179336,benign
3123,1763242825.8163826,73,245,25168,80,0,1092,4.138029299636645,1,1,0,0,8.731023891829816,benign
511,1763242397.785234,149,138,20077,53,0,737,4.594613526230636,1,1,1,0,42.72812164590673,benign
5795,1763244365.7763293,191,199,64705,443,0,682,3.0215446614271997,1,0,1,0,16.399367783780214,benign
8182,1763242392.607467,50,200,2002,31784,0,49,0.023446807198247308,1,0,0,0,198.35927170911893,malicious
9418,1763242487.793572,115,206,10995,22,0,252,1.3170308187146924,2,1,0,17,35.05231639819871,malicious
97,1763242426.1086066,159,47,7395,25,1,1011,2.0467077237458,0,0,0,0,12.233318366399432,benign
6682,1763242506.6236508,155,135,64023,22,1,386,2.2536427504777286,1,0,0,0,45.97139179281976,benign
1513,1763243116.8823018,4,254,31559,25,0,996,1.534894550055276,1,2,1,0,25.62578186268048,benign
8792,1763242508.3470144,240,204,26616,8987,0,69,0.015741204750411044,1,0,0,0,470.3947082068567,malicious
120,1763242421.1354582,145,154,36820,21,1,697,2.1679766917983683,1,1,0,0,10.034175113269198,benign
7792,1763242399.6311584,7,204,41436,443,0,77,0.09538057170009112,5,1,0,0,1134.2705138440244,malicious
6518,1763245288.5674067,165,141,64783,22,0,113,0.2638210641025956,0,2,1,0,16.68541088164882,benign
34,1763242398.8248916,161,137,13557,25,1,822,2.1569261965867548,1,0,1,0,45.748787075267096,benign
7888,1763242429.5564332,8,205,19973,443,0,64,0.07119662061695077,17,0,0,0,965.5377757608254,malicious
6831,1763243602.6206632,84,223,7823,21,0,714,3.286292126641626,1,0,0,0,24.583430500793163,benign
5422,1763245049.9123752,136,161,51843,80,1,915,1.342860902774912,0,1,1,0,45.145394327384835,benign
1069,1763242519.1580575,72,230,64139,443,0,1116,0.17349265184796975,0,0,0,0,42.381555034369086,benign
1348,1763242734.2926507,220,249,58577,22,1,492,3.2642219005003703,1,1,1,0,36.6207395679219,benign
4748,1763244523.1647136,104,168,11558,80,0,946,0.6762870984068352,0,2,0,0,11.86074818743888,benign
6006,1763245274.2046678,165,197,15661,53,1,1135,0.45069157927097325,1,2,0,0,3.3373443014634385,benign
6040,1763244363.2955039,199,252,31727,53,1,453,4.177648515587975,1,0,0,0,3.2816260974569342,benign
3818,1763243847.0827723,43,225,46764,21,0,706,1.2747819398962164,0,0,1,0,39.78310118095118,benign
8447,1763242439.557851,139,205,35403,44201,0,61,0.012570007003089119,1,0,0,0,270.86529861816996,malicious
5270,1763242799.454834,6,101,45504,80,1,118,0.9049495850376197,0,1,1,0,24.056224484801977,benign
6898,1763242616.6206045,51,154,28962,53,1,964,4.0259837416739535,1,2,1,0,5.414487539224647,benign
5310,1763242599.8893473,30,23,62035,443,1,366,0.44956432343919694,0,2,0,0,21.35893993030818,benign
32,1763242401.7178998,116,191,11516,25,1,1248,1.6529178252657606,1,1,0,0,20.339881873664137,benign
5675,1763244173.6860173,86,41,10958,25,1,1004,3.600511201578664,0,0,1,0,21.964657384526504,benign
4387,1763243502.8358505,248,42,48179,53,0,728,4.5843360818327685,1,2,0,0,21.14143014607528,benign
30,1763242395.0044672,192,225,30148,21,0,879,1.4757845759601935,0,0,1,0,9.678423290945398,benign
4203,1763243045.2583144,56,16,39865,53,0,1221,1.3363650397360165,1,0,1,0,47.294945260462605,benign
7508,1763242400.7708855,33,205,63968,443,0,76,0.09238963141170634,9,0,0,0,1400.5612917370609,malicious
736,1763242741.7127392,116,204,21636,22,0,184,3.6160507749778255,0,0,0,0,1.238551975119658,benign
2068,1763242925.1913085,10,185,57219,22,0,1315,0.22139322197848035,0,2,1,0,41.935970102126205,benign
107,1763242403.1376748,224,141,42973,22,0,1015,4.500466018259497,1,1,0,0,31.62382336550156,benign
9645,1763242429.819984,241,202,1825,21,0,268,1.7096982392652542,1,1,1,18,55.031229646629356,malicious
8895,1763242409.2422826,32,209,51377,35419,0,57,0.046486746871317194,1,0,0,0,234.8804026701078,malicious
8021,1763242455.957684,202,202,60207,6775,0,66,0.01982658661125239,1,0,0,0,453.8313907444897,malicious
2233,1763243165.6967938,162,12,65495,25,0,348,2.8206673265393927,1,2,0,0,14.338721241149008,benign
994,1763242845.3427181,249,23,8631,21,1,339,1.3610907461680068,1,2,0,0,3.7676877761706207,benign
9413,1763242488.0121238,250,200,13779,21,0,378,0.6502144258342663,2,2,0,14,20.02700435939394,malicious
7059,1763242389.3824785,16,203,6060,443,0,90,0.08157948271628133,6,0,0,0,1713.303781941145,malicious
6790,1763243524.3472092,40,30,65101,443,0,1374,1.8330880614282432,1,2,1,0,16.289994024342313,benign
361,1763242561.767651,135,103,64421,25,0,275,1.2290416443750145,0,1,0,0,10.364816765304129,benign
305,1763242426.3359933,87,179,65410,443,1,1196,1.0536567998538726,0,0,1,0,34.19197875441712,benign
2628,1763243493.9362304,155,121,44082,443,0,587,0.15734287137337388,1,0,0,0,38.829029628753275,benign
8966,1763242576.4421322,93,205,10697,15394,0,79,0.04833843449975176,1,0,0,0,204.21067931529947,malicious
4514,1763243358.1409192,55,107,41520,443,0,1165,4.575220235637654,1,0,0,0,46.01379164334947,benign
5911,1763243253.1343942,6,191,33776,22,1,222,1.7013629328199913,1,2,0,0,33.93019584817866,benign
8314,1763242402.0932534,28,209,44996,40374,0,57,0.0224371289100892,1,0,0,0,320.4221963079108,malicious
3101,1763243765.4248812,238,116,2928,53,0,243,2.507049387276237,0,0,0,0,24.554495248828186,benign
5704,1763243534.0471349,56,74,37893,21,1,432,4.91709955728365,1,2,0,0,28.616703120665434,benign
3899,1763242521.9815488,97,91,54074,80,0,783,0.15407678812071662,1,2,0,0,7.638003841860732,benign
5441,1763242497.8168256,242,84,23197,53,0,1498,2.7634771940463354,1,2,0,0,48.53752482815431,benign
7931,1763242439.6843927,7,205,7595,80,0,95,0.0018286630187485423,8,0,0,0,511.11252678394777,malicious
622,1763242451.0700767,224,48,49170,53,1,1242,4.271888164668223,0,2,0,0,34.33883627436359,benign
7236,1763242405.297966,28,208,29393,80,0,40,0.058465875120582864,8,1,0,0,1070.4528646846034,malicious
2499,1763242791.3467984,225,217,21816,53,1,387,0.9722781413854787,0,2,0,0,43.99727163784275,benign
714,1763242740.0904598,101,2,23283,53,1,1146,3.459693571399477,1,2,1,0,12.93712480712752,benign
8404,1763242518.537995,176,209,64929,25817,0,72,0.04123146350827756,1,0,0,0,460.47978533669,malicious
2856,1763243194.7468586,161,155,27820,443,0,1042,1.1086125062768535,0,2,0,0,7.360614597092056,benign
4270,1763244233.7085297,147,60,56156,53,1,1230,3.0963405037519953,1,2,0,0,5.202622429489024,benign
2909,1763242962.783506,39,114,30540,80,1,783,0.5971367135057692,0,1,0,0,47.446797311549076,benign
8081,1763242473.4425578,200,200,60277,50380,0,60,0.025031051610036638,1,0,0,0,172.5683329342828,malicious
4517,1763244039.3975334,84,234,64750,22,1,443,4.7533410290089995,0,2,1,0,9.75392995595409,benign
1262,1763242930.7407672,15,178,64454,443,0,167,2.2543130968899083,1,2,1,0,24.054535235394432,benign
3161,1763243359.054941,30,115,42736,80,0,416,1.6209397153941412,0,1,0,0,43.02037661177244,benign
971,1763242568.5175383,59,124,59265,80,0,508,0.4448037287395437,0,1,0,0,27.5083255408761,benign
3913,1763244330.4253204,71,171,47591,21,1,919,4.397048222332235,1,0,1,0,47.904719092678235,benign
5199,1763243628.4723382,54,186,62307,53,1,659,4.11972049372725,0,2,0,0,28.308510316437843,benign
8847,1763242498.1791646,165,205,41044,24119,0,60,0.01021891502843153,1,0,0,0,305.1074561232452,malicious
260,1763242397.3817778,254,131,43975,21,0,1075,4.011886522299209,0,2,0,0,20.47168813378051,benign
3791,1763242490.9634047,17,59,54359,443,1,788,4.054755497610427,0,1,1,0,26.44487996464204,benign
9203,1763242415.1935472,88,207,43279,23,0,199,1.86357275157369,2,1,1,3,89.16807256713302,malicious
488,1763242420.114751,233,73,2838,443,0,188,1.1911127877031165,0,2,1,0,39.03823339828144,benign
7908,1763242400.1411006,19,206,50500,80,0,43,0.09011457205776632,7,0,0,0,1345.4614446847886,malicious
519,1763242474.6808338,111,129,39760,443,0,915,3.4427392773499843,0,2,0,0,31.98741656680992,benign
8343,1763242507.9090157,86,200,52159,36560,0,68,0.02731525248719042,1,0,0,0,480.56971131283643,malicious
312,1763242459.113345,92,179,23214,21,0,428,2.4347685805136345,0,0,1,0,42.844136380815684,benign
3232,1763242823.077344,142,251,37789,21,1,717,0.41206747698175744,0,1,0,0,31.994922786309232,benign
7933,1763242443.5642664,49,206,20971,443,0,70,0.0014477431675113258,5,0,0,0,1491.5057979763267,malicious
7458,1763242429.9032488,9,202,13501,443,0,80,0.06912439066192813,17,1,0,0,1833.8990493704275,malicious
9784,1763242470.7913725,38,205,21741,23,0,480,0.7509564316928846,1,2,0,19,27.780037517584002,malicious
5184,1763244406.6983635,248,14,57977,22,0,335,0.5470148548415185,1,0,0,0,43.85474890763532,benign
8077,1763242489.4697354,114,201,46862,25142,0,41,0.028282242940741883,1,0,0,0,355.3203422668199,malicious
6502,1763243499.4310114,97,102,52815,443,0,580,4.419702731122946,1,0,1,0,9.850798237437585,benign
6791,1763244573.8832536,17,27,15723,53,0,1485,0.5660210671521565,0,1,0,0,11.405521795328614,benign
7773,1763242434.9467852,30,205,58699,443,0,40,0.05346528185284487,13,0,0,0,950.6250360763551,malicious
2738,1763243648.631655,126,147,62792,21,1,1437,1.0728469938566805,0,2,1,0,4.0539496168197875,benign
7842,1763242414.4082816,41,206,65356,443,0,78,0.058157025488063605,16,1,0,0,826.1267820908402,malicious
6262,1763243440.8353415,28,230,60169,22,1,540,3.5629590793327344,0,1,1,0,34.46621437363773,benign
8206,1763242396.6436348,3,204,47986,50254,0,46,0.016700394627466256,1,0,0,0,339.4568264428669,malicious
1248,1763242828.413061,173,141,10511,53,1,332,3.7402527277732402,0,2,0,0,46.88079491651316,benign
9336,1763242529.0451696,122,209,29675,3389,0,289,0.6981701624207706,1,2,1,7,42.78088090670251,malicious
4195,1763243731.3676975,151,187,59216,22,0,731,3.786845751858368,0,0,1,0,2.8148672917243323,benign
8001,1763242422.6887102,138,208,53146,48284,0,43,0.026833210281430448,1,0,0,0,208.56865940109876,malicious
7378,1763242395.722222,14,200,28038,80,0,64,0.0867767032509778,14,1,0,0,1033.0749693306764,malicious
3435,1763243047.5661454,27,89,16002,25,0,1382,2.5950469125438476,1,0,0,0,34.417382852169176,benign
5382,1763244830.6950793,67,242,44906,21,0,1353,3.061827192519949,1,2,1,0,46.79679190226397,benign
959,1763242829.046379,109,189,21324,22,1,1211,4.661081034461457,1,1,1,0,45.24948200202326,benign
417,1763242494.0357015,207,80,28240,443,1,1265,1.9757139457383004,1,2,1,0,47.96639394771927,benign
5742,1763243095.2411299,106,247,37912,21,0,1035,0.6792709453013664,1,0,1,0,8.18771579899268,benign
6728,1763245068.9648325,222,76,35885,21,0,912,1.2594688280891297,0,0,1,0,3.3105633133713575,benign
4382,1763244144.6284924,141,185,36323,22,1,521,3.079033637849465,0,1,1,0,6.000738670426426,benign
5197,1763244279.719989,145,69,34815,53,1,461,0.8119731001376732,1,1,1,0,44.223163951700485,benign
1113,1763242708.9481454,107,87,25520,21,0,846,1.4473980406708369,1,0,1,0,9.24331131698047,benign
2689,1763243209.7600431,15,63,2031,21,1,288,4.465494674768025,1,0,0,0,14.07352709027139,benign
6473,1763242828.739273,121,215,4747,443,1,639,0.3374757993689686,0,0,0,0,21.974590118303162,benign
8820,1763242447.6276515,60,208,10006,22648,0,61,0.04984053368180438,1,0,0,0,126.58839494701377,malicious
7808,1763242394.6782002,9,206,14589,80,0,53,0.022938930596600696,15,1,0,0,1144.5651112930948,malicious
3411,1763243891.7743251,39,208,6524,22,0,907,4.115387082322667,1,0,0,0,49.08608713727065,benign
81,1763242416.2229471,28,202,2086,80,0,1318,0.5371012106890753,1,0,0,0,17.80341634963475,benign
4614,1763243644.5828385,120,86,56496,22,1,1179,4.3976654501370325,0,0,1,0,9.03272889637831,benign
1374,1763242602.620024,194,219,54047,25,1,146,4.821393037015168,1,1,0,0,27.02436170466362,benign
1510,1763242671.5292282,56,63,57853,80,1,122,3.4375747254547138,0,1,0,0,26.156306451217265,benign
6443,1763243313.1962242,22,3,5890,22,0,1130,2.0975687515158454,0,0,1,0,42.14086469113448,benign
3071,1763242472.9451914,156,79,12818,25,1,195,3.2250373282314646,0,1,1,0,7.28416207660818,benign
3016,1763243355.3798523,141,124,35663,25,0,702,0.564596667020148,1,0,0,0,1.0534855101248901,benign
4823,1763244593.103813,222,89,24688,25,1,205,1.8630107223244916,0,2,1,0,41.20236788891799,benign
7822,1763242431.622961,31,205,37351,80,0,50,0.06263774656891609,12,1,0,0,1560.2536826968192,malicious
93,1763242426.9808636,89,146,44327,53,1,485,2.7449272033817023,0,2,0,0,12.378422062194048,benign
9421,1763242464.578709,199,201,43774,21,0,386,1.848590743864963,1,1,0,17,70.4727509847264,malicious
6600,1763244949.6710672,223,172,54614,21,1,611,3.1712455811356373,1,1,1,0,49.72462330927067,benign
4443,1763242650.2505634,24,3,22970,443,0,571,3.0606220213889093,1,2,0,0,13.744591961880479,benign
7602,1763242425.0778003,41,201,26540,80,0,61,0.04941713412027817,10,0,0,0,1380.3853546845658,malicious
3835,1763243144.6738067,166,34,21843,25,0,324,3.582523459020116,1,2,1,0,8.92718229332241,benign
9702,1763242656.2162414,171,200,10933,21,0,365,0.7820750963994365,1,1,1,7,22.3963117621712,malicious
4322,1763242902.7073739,62,135,52374,22,0,604,4.449102040440022,0,1,1,0,4.955982917148635,benign
3394,1763243147.2043178,176,53,29248,53,1,696,3.2666225591158637,0,0,0,0,3.1754313993120293,benign
4752,1763243870.7066727,38,118,26082,22,1,1184,2.1613473081213783,0,2,0,0,20.858256638368065,benign
